UserID,age,gender,occupation,clusterNum
392,45,1,11,3
393,18,1,7,3
394,35,1,17,6
395,18,1,0,2
396,18,1,5,2
397,25,1,1,9
398,35,1,17,2
399,25,1,17,5
400,35,2,6,4
401,18,2,3,3
402,18,1,0,4
403,25,1,11,3
404,18,1,4,9
405,18,1,4,4
406,56,1,1,7
407,25,1,20,4
408,18,1,17,3
409,25,1,11,8
410,18,1,12,8
411,25,2,1,4
412,45,2,1,8
413,35,1,15,7
414,25,1,11,7
415,25,1,0,4
416,35,2,0,4
417,45,1,14,8
418,25,2,0,6
419,25,2,3,3
420,18,1,3,3
421,35,1,1,4
422,45,2,3,5
423,56,1,17,7
424,18,1,4,6
425,25,1,17,4
426,25,1,12,9
427,18,1,4,8
428,35,1,12,4
429,18,2,4,4
430,18,1,0,3
431,18,2,10,8
432,18,1,10,4
433,45,1,16,8
434,50,1,6,0
435,45,2,3,5
436,25,1,7,7
437,18,1,4,3
438,35,1,17,6
439,18,1,11,9
440,35,1,14,8
441,56,1,1,0
442,35,1,1,2
443,25,1,1,6
444,25,1,3,3
445,56,1,0,7
446,45,1,12,5
447,50,2,0,0
448,45,2,11,0
449,25,1,17,3
450,25,1,7,9
451,45,1,1,0
452,56,1,13,9
453,50,1,17,4
454,18,1,4,4
455,25,1,20,7
456,35,2,2,0
457,35,1,0,5
458,18,1,4,5
459,50,1,16,1
460,18,2,4,0
461,45,1,18,2
462,50,1,7,7
463,18,1,16,4
464,25,1,7,9
465,18,2,4,4
466,18,1,19,0
467,25,1,5,5
468,35,2,3,5
469,1,2,10,6
470,35,1,6,3
471,1,2,10,7
472,35,1,7,3
473,35,1,0,0
474,18,2,4,7
475,25,1,17,9
476,25,2,2,8
477,35,1,0,9
478,35,1,14,3
479,50,1,16,4
480,25,1,12,3
481,18,2,4,8
482,45,1,7,8
483,25,1,14,6
484,18,1,12,0
485,1,2,10,0
486,56,1,7,9
487,56,1,0,5
488,35,2,17,6
489,25,1,12,7
490,18,1,4,9
491,1,1,10,4
492,18,1,4,0
493,25,1,12,3
494,50,1,7,9
495,35,2,0,4
496,18,1,10,4
497,18,1,4,3
498,25,2,17,2
499,35,1,17,7
500,25,2,1,5
501,18,2,2,4
502,25,1,2,0
503,35,1,6,3
504,35,1,11,2
505,25,1,2,3
506,35,1,17,3
507,25,1,16,3
508,25,2,0,9
509,25,1,12,8
510,25,1,2,8
511,18,1,12,5
512,45,2,4,0
513,35,1,0,1
514,25,1,0,7
515,25,1,2,3
516,25,1,1,5
517,56,2,14,7
518,25,2,14,9
519,35,2,12,3
520,35,2,14,4
521,35,2,20,4
522,56,1,7,4
523,25,1,12,7
524,50,1,7,5
525,18,1,0,3
526,35,1,6,3
527,45,1,17,3
528,25,2,2,3
529,18,2,17,8
530,35,1,12,7
531,25,1,2,7
532,18,2,14,3
533,25,1,7,4
534,25,1,12,8
535,25,1,15,5
536,35,1,6,4
537,25,1,20,3
538,45,1,14,9
539,56,1,16,6
540,25,1,2,7
541,18,1,1,8
542,18,2,4,1
543,18,1,4,6
544,25,1,5,9
545,35,1,12,0
546,35,1,17,3
547,25,2,0,5
548,35,1,12,7
549,35,2,16,2
550,25,1,6,9
551,45,1,8,4
552,35,1,20,3
553,50,1,18,4
554,25,1,2,9
555,25,1,12,3
556,18,1,4,7
557,25,2,9,6
558,56,1,1,7
559,35,1,20,5
560,25,2,7,6
561,45,1,15,3
562,18,2,14,0
563,35,1,20,9
564,25,1,4,8
565,45,1,1,3
566,25,1,16,4
567,25,1,17,8
568,35,1,20,0
569,50,2,17,1
570,18,2,4,3
571,25,1,4,0
572,50,1,5,5
573,18,1,4,0
574,35,2,2,3
575,25,1,19,0
576,25,1,12,8
577,45,2,15,6
578,35,1,0,8
579,18,1,17,3
580,25,1,5,4
581,1,1,10,6
582,50,1,14,4
583,18,1,4,8
584,25,2,0,3
585,25,2,0,3
586,18,1,1,7
587,35,1,14,7
588,25,1,20,3
589,25,2,11,7
590,18,1,2,5
591,35,2,6,4
592,25,1,0,8
593,18,1,0,6
594,50,2,1,5
595,56,2,13,4
596,25,1,7,6
597,25,2,1,6
598,35,1,12,5
599,35,1,7,5
600,50,1,6,3
601,35,1,17,0
602,18,2,20,2
603,56,2,6,3
604,25,2,6,7
605,45,1,17,5
606,18,2,4,9
607,1,2,10,6
608,25,1,0,3
609,18,1,4,3
610,25,1,7,3
611,25,1,4,7
612,35,1,0,5
613,50,1,7,0
614,35,1,20,7
615,35,1,1,3
616,50,1,17,5
617,25,1,7,9
618,25,2,7,1
619,25,1,0,7
620,18,2,1,7
621,18,1,0,9
622,18,1,4,9
623,25,1,0,5
624,25,1,17,3
625,25,1,1,7
626,35,2,12,3
627,18,1,4,9
628,50,1,2,8
629,35,2,0,4
630,1,2,10,7
631,35,2,14,5
632,35,1,17,8
633,45,1,17,4
634,25,1,17,6
635,1,2,10,3
636,56,1,17,3
637,18,1,20,3
638,35,1,12,9
639,25,1,6,4
640,45,1,17,5
641,18,1,4,0
642,35,2,0,3
643,35,2,1,5
644,25,1,2,3
645,25,1,20,7
646,35,1,20,3
647,35,1,7,3
648,35,1,12,4
649,25,2,12,3
650,25,1,4,7
651,25,1,17,8
652,35,1,7,6
653,18,1,20,4
654,56,1,13,1
655,50,1,7,8
656,25,2,2,8
657,45,2,16,5
658,50,2,13,4
659,25,2,0,4
660,25,2,0,3
661,45,1,16,9
662,45,1,1,3
663,18,1,4,9
664,25,2,7,6
665,35,1,18,8
666,18,1,2,0
667,18,2,0,4
668,25,1,18,7
669,25,2,3,0
670,25,1,17,8
671,25,1,12,9
672,18,1,4,5
673,35,1,7,3
674,25,1,20,9
675,25,1,17,2
676,25,1,20,8
677,18,1,16,9
678,50,1,2,8
679,25,1,0,5
680,35,1,16,1
681,25,1,12,6
682,35,1,7,9
683,25,1,4,4
684,25,1,4,7
685,25,1,4,3
686,25,1,4,4
687,18,1,4,3
688,25,2,7,3
689,56,1,13,7
690,50,2,0,9
691,25,1,12,4
692,35,1,11,3
693,25,2,0,3
694,35,1,12,3
695,18,1,4,5
696,18,2,1,4
697,25,1,12,5
698,50,2,6,8
699,18,1,4,4
700,18,1,0,9
701,50,1,17,3
702,18,2,4,7
703,35,1,7,7
704,56,2,1,0
705,35,2,8,5
706,25,1,4,9
707,35,1,20,5
708,35,1,7,3
709,25,1,0,6
710,18,1,0,5
711,25,1,20,8
712,25,1,18,3
713,25,1,0,9
714,35,1,7,4
715,18,1,4,6
716,18,1,0,3
717,18,1,4,7
718,25,1,11,8
719,18,1,2,8
720,1,1,0,3
721,18,1,0,6
722,35,2,9,5
723,25,1,12,4
724,25,1,12,2
725,50,1,13,5
726,56,1,11,4
727,25,2,9,3
728,35,1,11,7
729,25,1,6,5
730,35,1,12,6
731,25,1,0,8
732,45,1,3,4
733,25,1,7,8
734,35,1,16,5
735,25,1,7,6
736,25,1,14,5
737,18,1,12,5
738,1,1,19,4
739,18,1,17,3
740,35,1,12,5
741,25,1,14,3
742,25,1,5,8
743,18,1,0,2
744,1,2,2,9
745,25,1,17,2
746,1,1,10,6
747,18,2,19,3
748,18,1,4,9
749,25,1,0,8
750,35,1,18,7
751,35,2,9,0
752,25,2,17,4
753,25,2,3,9
754,1,1,10,7
755,35,1,7,7
756,35,2,0,2
757,35,1,0,6
758,25,1,12,5
759,35,1,7,8
760,56,2,3,4
761,56,1,15,5
762,18,1,7,4
763,1,1,10,1
764,18,1,10,3
765,18,1,20,8
766,25,1,17,9
767,25,2,7,9
768,25,1,12,4
769,25,1,12,3
770,45,1,17,7
771,18,1,4,4
772,50,2,1,3
773,18,1,12,6
774,25,1,6,4
775,18,1,4,9
776,1,1,17,3
777,25,2,3,7
778,18,1,19,9
779,18,1,17,5
780,25,1,0,3
781,25,1,17,9
782,18,1,4,8
783,56,1,1,7
784,25,1,4,3
785,18,1,0,9
786,18,1,19,8
787,25,1,0,3
788,18,1,4,9
789,25,1,0,9
790,18,1,1,4
791,25,1,17,4
792,35,1,7,9
793,25,1,17,3
794,35,2,14,9
795,50,1,20,3
796,35,2,14,7
797,50,1,6,7
798,50,2,7,0
799,25,2,20,9
800,25,2,5,6
801,35,2,12,8
802,25,2,20,8
803,25,1,16,3
804,18,1,4,6
805,25,1,20,5
806,35,1,12,9
807,35,1,0,6
808,18,1,4,2
809,25,1,7,3
810,25,1,17,9
811,25,1,12,7
812,50,1,0,3
813,25,1,6,6
814,18,1,4,4
815,18,2,4,9
816,25,1,4,6
817,45,1,0,2
818,18,1,4,8
819,18,1,4,5
820,35,1,7,3
821,35,1,7,5
822,18,1,2,1
823,25,2,1,4
824,25,1,0,5
825,35,1,12,5
826,56,1,1,5
827,35,2,1,8
828,45,1,2,3
829,18,1,4,4
830,1,1,19,5
831,35,1,7,5
832,45,2,0,7
833,18,1,2,3
834,35,1,7,3
835,35,2,12,9
836,56,1,0,9
837,25,1,11,7
838,56,1,7,3
839,50,1,17,5
840,25,1,0,7
841,25,2,3,5
842,50,2,14,5
843,18,2,0,9
844,25,1,7,3
845,25,1,0,3
846,18,2,0,3
847,25,1,5,4
848,25,2,7,5
849,25,1,15,8
850,25,1,3,3
851,35,1,0,3
852,18,1,4,2
853,25,1,5,3
854,25,1,17,8
855,25,2,16,8
856,18,2,2,9
857,45,2,6,2
858,35,1,17,3
859,35,1,14,5
860,25,1,12,3
861,18,1,0,4
862,25,1,7,7
863,35,1,7,3
864,25,1,7,1
865,25,2,0,4
866,35,1,1,9
867,1,1,10,4
868,45,1,12,1
869,50,1,17,8
870,18,1,20,7
871,25,2,1,6
872,1,1,10,4
873,50,1,1,3
874,56,1,6,7
875,45,1,15,1
876,1,1,10,5
877,25,1,4,5
878,25,1,0,3
879,18,1,2,3
880,45,1,16,2
881,35,1,17,3
882,18,1,14,9
883,18,1,2,9
884,35,2,14,0
885,1,1,10,5
886,35,1,0,3
887,56,2,0,0
888,56,2,16,5
889,1,2,10,8
890,45,1,20,5
891,18,1,4,8
892,25,1,1,4
893,35,1,0,0
894,50,2,6,4
895,18,1,4,3
896,50,1,1,9
897,18,1,15,7
898,25,1,6,5
899,25,1,7,7
900,25,2,1,5
901,56,2,13,8
902,56,2,0,4
903,56,1,0,8
904,56,1,13,3
905,35,1,20,4
906,45,2,12,5
907,1,1,10,4
908,45,2,6,3
909,50,2,1,3
910,45,1,7,0
911,50,2,0,9
912,50,1,0,4
913,35,2,2,7
914,25,1,0,3
915,35,2,9,4
916,25,1,7,3
917,25,2,1,0
918,50,1,6,1
919,45,2,1,7
920,35,2,1,8
921,18,1,4,3
922,25,1,17,2
923,56,1,16,8
924,25,1,7,3
925,50,1,17,3
926,35,2,3,3
927,1,1,10,4
928,25,2,20,5
929,56,2,16,5
930,25,1,15,7
931,25,1,5,8
932,56,2,1,9
933,35,2,6,0
934,45,1,1,3
935,35,2,7,7
936,35,1,14,9
937,18,1,4,8
938,25,1,15,3
939,25,2,1,3
940,25,2,20,7
941,1,1,10,3
942,18,1,20,5
943,50,2,6,0
944,45,2,12,7
945,35,1,0,5
946,45,1,7,4
947,35,1,7,3
948,18,1,0,0
949,56,1,12,9
950,50,1,17,4
951,35,1,7,3
952,45,1,2,3
953,56,1,16,3
954,50,1,20,9
955,25,2,0,5
956,50,2,7,9
957,35,1,1,7
958,35,1,1,3
959,35,1,2,5
960,50,1,11,4
961,1,1,10,3
962,18,1,10,4
963,25,2,1,3
964,25,1,0,3
965,25,1,7,9
966,56,1,7,3
967,56,1,2,3
968,18,2,0,5
969,50,1,12,7
970,25,2,11,5
971,25,1,0,3
972,25,1,12,7
973,45,1,1,7
974,25,2,1,9
975,35,1,19,0
976,35,1,0,8
977,35,1,14,9
978,25,1,2,8
979,18,1,0,3
980,1,1,10,7
981,25,1,6,5
982,25,1,20,7
983,25,2,9,0
984,25,2,16,4
985,50,1,16,4
986,25,1,4,5
987,56,2,0,3
988,35,2,17,1
989,50,1,11,3
990,50,1,0,5
991,18,1,6,5
992,25,2,9,4
993,35,2,3,6
994,25,1,0,1
995,18,1,2,0
996,18,2,4,3
997,25,1,17,6
998,1,1,19,3
999,45,1,20,5
1000,25,1,15,3
1001,25,2,6,4
1002,25,1,4,3
1003,50,1,11,5
1004,25,1,2,3
1005,25,1,3,4
1006,35,1,11,5
1007,18,1,4,6
1008,50,1,12,6
1009,35,1,3,8
1010,50,1,7,9
1011,25,1,0,9
1012,25,1,8,0
1013,35,2,1,0
1014,56,1,13,4
1015,45,2,17,7
1016,35,1,3,5
1017,56,1,16,8
1018,35,1,0,9
1019,18,1,4,5
1020,35,1,1,7
1021,18,1,20,3
1022,35,1,0,3
1023,25,1,3,3
1024,56,1,13,4
1025,35,2,1,5
1026,25,1,16,4
1027,45,2,0,9
1028,18,1,4,7
1029,45,2,7,3
1030,25,1,0,3
1031,25,1,7,8
1032,35,1,16,8
1033,50,1,16,5
1034,25,1,5,4
1035,35,2,1,5
1036,18,1,2,8
1037,35,1,7,8
1038,45,1,7,7
1039,56,2,15,8
1040,35,2,1,7
1041,25,1,11,8
1042,45,1,2,9
1043,35,1,5,7
1044,50,2,11,4
1045,25,1,20,7
1046,1,2,10,3
1047,56,1,18,4
1048,18,1,0,7
1049,35,1,6,9
1050,45,1,14,6
1051,25,1,1,3
1052,25,2,0,9
1053,35,2,2,3
1054,35,1,0,6
1055,1,1,10,4
1056,35,1,0,0
1057,1,1,0,8
1058,45,1,17,5
1059,25,1,1,5
1060,25,2,0,4
1061,18,1,10,8
1062,45,1,0,3
1063,50,1,19,8
1064,35,1,7,5
1065,25,1,7,0
1066,25,2,0,6
1067,45,1,12,4
1068,35,1,12,8
1069,18,2,4,4
1070,25,1,20,4
1071,45,2,2,0
1072,50,1,16,7
1073,35,2,7,5
1074,25,2,6,4
1075,45,1,17,5
1076,25,2,6,4
1077,25,2,3,5
1078,25,1,3,7
1079,45,2,9,0
1080,25,1,7,3
1081,56,1,7,4
1082,18,1,4,1
1083,45,1,7,4
1084,56,1,0,4
1085,1,1,19,3
1086,25,1,7,9
1087,18,1,4,4
1088,25,1,16,7
1089,1,2,10,9
1090,35,1,6,7
1091,25,1,7,8
1092,18,1,5,3
1093,18,2,4,5
1094,50,1,14,4
1095,18,2,0,3
1096,56,2,6,7
1097,1,1,10,9
1098,18,1,17,3
1099,35,1,7,6
1100,25,1,17,5
1101,25,1,0,5
1102,35,1,1,8
1103,18,1,1,6
1104,45,2,7,9
1105,35,1,11,5
1106,35,1,6,5
1107,18,1,4,0
1108,50,2,1,6
1109,56,1,1,6
1110,18,1,10,5
1111,56,2,6,5
1112,50,2,16,0
1113,18,1,6,3
1114,18,1,4,5
1115,18,2,9,4
1116,25,2,1,9
1117,25,1,15,7
1118,18,1,14,9
1119,50,1,13,7
1120,35,1,1,9
1121,18,1,4,8
1122,56,1,7,5
1123,56,1,14,6
1124,50,1,0,3
1125,25,1,2,4
1126,18,2,4,9
1127,56,1,16,1
1128,25,1,0,3
1129,25,1,1,7
1130,35,1,17,8
1131,18,1,7,4
1132,56,1,13,0
1133,18,1,12,7
1134,18,1,2,7
1135,18,1,20,4
1136,50,1,13,5
1137,35,2,7,3
1138,18,1,4,9
1139,18,1,12,4
1140,25,1,1,3
1141,45,2,2,7
1142,25,2,3,7
1143,18,1,1,8
1144,50,1,7,8
1145,25,1,7,0
1146,50,1,3,5
1147,18,2,16,3
1148,25,1,20,5
1149,35,1,17,8
1150,25,1,12,5
1151,25,2,20,3
1152,25,1,15,3
1153,18,1,4,3
1154,18,1,10,3
1155,1,2,10,2
1156,25,1,12,3
1157,50,2,2,9
1158,45,1,7,3
1159,35,2,1,9
1160,18,1,0,3
1161,18,1,14,3
1162,25,1,0,4
1163,35,2,0,7
1164,1,1,10,3
1165,25,2,19,5
1166,25,1,12,3
1167,56,1,6,4
1168,50,2,1,0
1169,25,2,0,5
1170,25,1,20,5
1171,56,1,3,9
1172,45,1,12,3
1173,25,2,0,9
1174,25,2,7,3
1175,18,2,16,9
1176,25,2,2,4
1177,56,1,1,4
1178,25,2,17,9
1179,56,1,0,2
1180,50,1,1,8
1181,50,2,20,0
1182,35,1,7,9
1183,1,1,10,3
1184,35,1,19,5
1185,25,2,4,0
1186,35,2,1,4
1187,18,1,19,7
1188,1,2,0,8
1189,45,1,7,6
1190,25,1,0,8
1191,45,1,0,2
1192,35,2,0,8
1193,50,1,16,0
1194,25,1,12,5
1195,25,2,1,5
1196,1,2,10,3
1197,18,2,14,1
1198,35,1,1,0
1199,1,1,10,4
1200,50,1,13,0
1201,1,1,0,4
1202,18,1,4,4
1203,35,1,12,4
1204,25,2,1,8
1205,25,1,7,3
1206,56,2,0,7
1207,50,2,7,4
1208,50,1,0,0
1209,25,1,0,3
1210,35,1,7,7
1211,25,1,17,0
1212,18,1,4,9
1213,50,2,1,3
1214,50,1,0,1
1215,56,1,13,0
1216,35,1,17,4
1217,25,1,2,5
1218,25,1,12,6
1219,56,1,15,9
1220,25,1,7,3
1221,1,1,10,1
1222,18,1,0,7
1223,35,1,0,9
1224,25,1,2,3
1225,50,1,13,3
1226,45,1,7,7
1227,18,1,20,6
1228,50,1,1,4
1229,25,1,1,8
1230,25,2,4,9
1231,25,1,11,8
1232,25,1,12,3
1233,18,2,4,5
1234,45,2,20,7
1235,18,1,4,3
1236,25,2,7,1
1237,25,2,1,6
1238,18,1,4,4
1239,35,2,20,5
1240,25,2,20,9
1241,18,2,14,0
1242,1,1,10,8
1243,35,2,0,9
1244,35,1,15,8
1245,25,1,4,7
1246,25,1,17,0
1247,18,1,4,9
1248,35,1,0,7
1249,35,2,20,4
1250,35,1,2,4
1251,50,1,0,9
1252,25,1,7,3
1253,56,1,13,5
1254,35,2,20,4
1255,18,2,1,8
1256,25,1,17,8
1257,25,1,20,3
1258,18,2,14,6
1259,45,1,7,0
1260,35,1,7,0
1261,25,1,17,5
1262,18,1,4,8
1263,25,1,4,9
1264,1,1,10,4
1265,25,1,1,4
1266,18,2,20,3
1267,25,1,4,3
1268,25,1,15,1
1269,50,1,2,4
1270,56,2,13,3
1271,25,1,6,7
1272,45,2,6,4
1273,18,1,20,3
1274,35,1,2,3
1275,45,1,7,8
1276,50,1,17,3
1277,35,1,17,3
1278,18,2,0,6
1279,18,1,4,5
1280,35,1,1,0
1281,1,1,10,3
1282,25,1,19,5
1283,50,1,1,0
1284,18,2,1,3
1285,45,1,16,5
1286,35,1,4,5
1287,35,1,17,5
1288,50,2,7,3
1289,35,2,19,4
1290,45,1,6,5
1291,35,1,0,3
1292,35,2,0,4
1293,25,1,7,3
1294,25,1,5,8
1295,50,2,20,3
1296,35,2,6,7
1297,1,1,0,9
1298,25,1,7,8
1299,35,1,6,7
1300,25,1,14,7
1301,1,1,10,9
1302,25,2,2,9
1303,18,1,4,3
1304,25,1,19,4
1305,25,1,14,4
1306,45,1,20,9
1307,25,1,3,5
1308,56,1,13,3
1309,1,1,10,3
1310,25,1,14,6
1311,45,1,0,3
1312,18,1,10,6
1313,25,1,14,5
1314,18,1,4,3
1315,18,2,4,5
1316,35,1,7,4
1317,50,1,2,1
1318,45,1,7,6
1319,18,1,16,6
1320,25,2,3,7
1321,25,1,4,0
1322,25,2,14,3
1323,56,1,0,7
1324,35,2,2,8
1325,35,1,16,8
1326,25,1,1,4
1327,25,2,0,0
1328,1,1,10,3
1329,35,1,14,6
1330,18,1,14,4
1331,56,1,1,5
1332,45,1,0,5
1333,25,1,7,4
1334,25,1,17,4
1335,50,1,7,9
1336,35,1,0,9
1337,50,2,20,4
1338,56,1,17,3
1339,25,1,0,5
1340,35,1,18,7
1341,25,1,7,6
1342,18,1,7,9
1343,35,1,0,3
1344,35,1,14,7
1345,25,2,9,4
1346,25,2,2,7
1347,35,1,20,1
1348,18,2,1,3
1349,1,2,10,0
1350,50,1,7,4
1351,35,2,0,3
1352,25,2,17,8
1353,35,1,20,5
1354,1,1,10,9
1355,25,2,2,1
1356,45,2,20,3
1357,18,2,4,9
1358,45,1,0,7
1359,35,1,17,3
1360,35,1,1,3
1361,25,1,20,7
